Position(bp)	Rate(cM/Mb)	Map(cM)
23482718	0.393424	20.133402
23482744	1.098186	20.133412
23482962	1.264438	20.133651
23483769	0.314864	20.134672
23484254	0.236134	20.134824
23486678	0.285156	20.135397
23487533	0.281866	20.135640
23487701	1.427247	20.135688
23489042	2.773160	20.137602
23490335	0.090992	20.141187
23490498	0.088021	20.141202
23490990	0.086672	20.141246
23491000	0.086672	20.141246
23491644	0.086508	20.141302
23492082	0.086514	20.141340
23493134	0.086905	20.141431
23494119	0.086878	20.141517
23494255	0.086988	20.141529
23494833	0.086988	20.141579
23494904	0.133757	20.141585
23495676	0.145011	20.141688
23496545	0.101476	20.141814
23497674	2.000886	20.141929
23497998	0.290147	20.142577
23500553	0.069812	20.143319
23501286	0.417797	20.143370
23502478	0.016706	20.143868
23502708	0.008970	20.143872
23503121	0.008800	20.143875
23503170	0.008538	20.143876
23503205	0.008452	20.143876
23503651	0.008452	20.143880
23503707	0.008452	20.143880
23503819	0.008397	20.143881
23504405	0.008397	20.143886
23504658	0.008396	20.143888
23504862	0.008402	20.143890
23504959	0.008401	20.143891
23505804	0.009053	20.143898
23505934	0.274216	20.143899
23505952	0.755617	20.143904
23506759	0.756044	20.144514
23506826	0.500273	20.144564
23507053	0.134683	20.144678
23507878	0.106562	20.144789
23509817	0.119806	20.144996
23510644	0.173416	20.145095
23510804	0.249078	20.145123
23510833	0.325115	20.145130
23511200	0.495637	20.145249
23511630	0.618767	20.145462
23512260	0.583665	20.145852
23512554	0.544967	20.146024
23512619	0.507342	20.146059
23512758	2.277130	20.146130
23513128	0.215411	20.146972
23513523	0.184047	20.147057
23516797	0.188864	20.147660
23519131	0.180222	20.148101
23521094	0.164999	20.148454
23525082	0.103235	20.149112
23526643	0.093237	20.149274
23528379	0.089758	20.149435
23529395	0.088822	20.149527
23529518	0.042927	20.149537
23530168	0.028961	20.149565
23530325	0.028759	20.149570
23530434	0.024741	20.149573
23531507	0.024632	20.149600
23532031	0.024624	20.149613
23533019	0.024634	20.149637
23534366	0.024802	20.149670
23535135	0.025284	20.149689
23535499	0.026399	20.149698
23535698	0.028542	20.149704
23535750	0.028542	20.149705
23535821	0.031199	20.149707
23535978	0.034642	20.149712
23535982	0.037773	20.149712
23538357	0.214572	20.149802
23538698	0.214572	20.149875
23540414	0.702738	20.150243
23540799	0.743566	20.150514
23540913	0.764763	20.150599
23541488	0.956660	20.151038
23545879	0.457364	20.155239
23546900	0.903028	20.155706
23548123	0.877799	20.156810
23548242	0.868077	20.156915
23548854	0.882590	20.157446
23549218	1.226939	20.157767
23550372	1.075167	20.159183
23550390	0.944288	20.159203
23550556	0.907167	20.159359
23551151	0.908135	20.159899
23551171	0.909282	20.159917
23552950	0.907051	20.161535
23554311	0.845055	20.162769
23556726	0.844979	20.164810
23557046	0.845219	20.165081
23558071	0.951195	20.165947
23558140	1.027532	20.166013
23558472	0.829048	20.166354
23558561	0.612292	20.166427
23558754	0.419128	20.166546
23559245	0.419215	20.166751
23559702	0.419162	20.166943
23559806	0.419059	20.166987
23560045	1.912451	20.167087
23560381	0.354124	20.167729
23560860	0.345048	20.167899
23561163	0.340706	20.168003
23562002	0.340783	20.168289
23562191	0.340414	20.168354
23562713	0.339630	20.168531
23562891	0.342585	20.168592
23562925	0.341587	20.168604
23563170	0.339188	20.168687
23563198	0.337481	20.168697
23563257	0.337536	20.168717
23563314	0.335963	20.168736
23563980	0.333702	20.168960
23564331	0.320094	20.169077
23564454	0.292050	20.169116
23564938	0.262649	20.169257
23564966	0.228780	20.169265
23565071	0.202461	20.169289
23565097	0.177568	20.169294
23565281	0.160029	20.169327
23565461	0.129079	20.169356
23565752	0.113580	20.169393
23565784	0.097229	20.169397
23565968	0.095154	20.169415
23566019	0.068126	20.169420
23566603	0.068045	20.169459
23568061	0.065451	20.169559
23568858	0.064203	20.169611
23569063	0.063364	20.169624
23571783	0.063763	20.169796
23573867	0.226231	20.169929
23574494	0.343077	20.170071
23575642	0.422054	20.170465
23579510	1.778082	20.172097
23579855	1.970350	20.172711
23580987	6.930876	20.174941
23584430	5.747630	20.198804
23585132	0.828925	20.202839
23586945	0.677256	20.204342
23587894	0.577076	20.204985
23588165	0.524653	20.205141
23588193	0.475112	20.205156
23589483	0.473739	20.205769
23589598	0.473415	20.205823
23589636	0.473510	20.205841
23589942	0.469392	20.205986
23589949	0.467322	20.205989
23592442	0.222914	20.207154
23593051	0.206551	20.207290
23597030	1.906877	20.208112
23600013	1.738819	20.213800
23602220	1.233625	20.217638
23602255	0.694829	20.217681
23602342	0.286227	20.217741
23606384	1.037517	20.218898
23606544	1.036002	20.219064
23606958	0.204190	20.219493
23607442	0.189488	20.219592
23609500	0.188837	20.219982
23610800	0.188837	20.220227
23611582	0.189508	20.220375
23612024	0.190986	20.220459
23612094	0.192063	20.220472
23612204	0.194244	20.220493
23612498	0.197050	20.220550
23613203	0.199433	20.220689
23614008	0.206426	20.220850
23614026	0.213547	20.220854
23614426	3.643412	20.220939
23614625	3.643412	20.221664
23614759	6.392315	20.222152
23614764	6.430150	20.222184
23615346	6.515348	20.225927
23615801	6.495272	20.228891
23616355	2.075971	20.232489
23616433	0.722332	20.232651
23617555	0.719734	20.233462
23617557	0.827198	20.233463
23617995	0.827198	20.233826
23618043	0.822741	20.233865
23618232	0.212103	20.234021
23618804	0.209904	20.234142
23619440	0.209073	20.234276
23619956	0.208771	20.234383
23620341	0.117230	20.234464
23620531	0.116961	20.234486
23621387	0.246423	20.234586
23621734	0.137193	20.234672
23622206	0.123751	20.234737
23622521	0.120340	20.234776
23622972	0.109220	20.234830
23623284	0.090289	20.234864
23624939	0.090176	20.235013
23625330	0.090415	20.235049
23625550	0.090611	20.235068
23625655	0.091077	20.235078
23626081	0.101378	20.235117
23626537	0.177967	20.235163
23626649	0.248428	20.235183
23626896	0.330084	20.235244
23627369	0.471539	20.235400
23629013	0.817871	20.236176
23629075	1.100425	20.236226
23629476	1.058501	20.236668
23629552	0.993394	20.236748
23629856	0.992832	20.237050
23630690	0.991350	20.237878
23630992	1.007446	20.238177
23631179	1.064017	20.238366
23631351	1.458915	20.238549
23631639	2.670924	20.238969
23632191	2.670318	20.240443
23632273	2.669821	20.240662
23632333	2.700618	20.240823
23632513	9.132038	20.241309
23632636	9.144694	20.242432
23632665	8.630743	20.242697
23632861	4.971505	20.244389
23632921	4.623807	20.244687
23633005	4.470729	20.245075
23633252	4.341802	20.246180
23633473	4.295312	20.247139
23633842	3.909459	20.248724
23633944	3.559997	20.249123
23635374	2.765891	20.254214
23635822	2.540638	20.255453
23635924	1.250229	20.255712
23636118	0.183449	20.255955
23636541	0.109690	20.256032
23637200	0.095265	20.256104
23638025	0.090256	20.256183
23638635	0.090828	20.256238
23643212	0.321356	20.256654
23643530	2.150609	20.256756
23644314	7.585588	20.258442
23644425	7.600675	20.259284
23644677	7.520122	20.261199
23644794	2.451224	20.262079
23645493	2.439694	20.263793
23645718	0.816662	20.264342
23646953	0.395288	20.265350
23647845	0.393912	20.265703
23648009	0.387832	20.265767
23648478	0.386323	20.265949
23648819	0.384049	20.266081
23648913	0.383531	20.266117
23649242	0.381209	20.266243
23651303	0.379164	20.267029
23651318	0.379172	20.267035
23654436	0.421025	20.268217
23655620	0.549797	20.268715
23658007	0.843895	20.270028
23662090	1.828084	20.273473
23664431	0.595863	20.277753
23665356	0.448062	20.278304
23666232	0.446164	20.278697
23667882	0.779563	20.279433
23668012	1.265027	20.279534
23670921	1.265140	20.283214
23676664	1.157902	20.290480
23676895	0.968412	20.290747
23680613	1.642371	20.294348
23680734	2.282073	20.294547
23681550	2.282121	20.296409
23688412	0.588008	20.312069
23688632	0.606584	20.312198
23689044	0.671190	20.312448
23689414	0.606834	20.312696
23690325	0.987561	20.313249
23690388	1.099944	20.313311
23690423	1.172099	20.313350
23690560	0.869681	20.313510
23691471	0.651787	20.314303
23691489	0.649700	20.314314
23691575	0.649780	20.314370
23691868	0.623087	20.314561
23692738	0.626583	20.315103
23693618	0.743188	20.315654
23693897	5.380266	20.315861
23693911	10.625006	20.315937
23695404	10.633063	20.331800
23695447	8.961136	20.332257
23696307	8.961136	20.339964
23696464	8.964964	20.341371
23697146	8.959388	20.347485
23698819	8.834799	20.362474
23699269	2.457159	20.366449
23699610	1.550198	20.367287
23700613	1.549860	20.368842
23700639	7.022114	20.368882
23700747	7.021752	20.369641
23700765	1.583780	20.369767
23700907	1.541064	20.369992
23700982	1.547163	20.370108
23701028	1.556233	20.370179
23701350	1.589045	20.370680
23701395	1.627682	20.370752
23701763	1.627349	20.371351
23701804	1.646747	20.371417
23702130	1.823778	20.371954
23702185	1.897149	20.372054
23702278	3.336202	20.372231
23702548	3.336322	20.373132
23702838	3.336322	20.374099
23704189	2.393517	20.378606
23706487	2.284752	20.384107
23708020	2.162311	20.387609
23708125	2.054104	20.387836
23708291	2.161740	20.388177
23708833	3.504930	20.389349
23710013	3.504026	20.393485
23710483	9.589396	20.395132
23711071	11.564469	20.400770
23712520	35.515658	20.417527
23715480	35.517823	20.522654
23715595	35.521686	20.526738
23716212	35.765148	20.548655
23716213	35.984500	20.548691
23717005	35.984500	20.577190
23717513	35.984501	20.595471
23717556	35.935092	20.597018
23717650	34.400995	20.600396
23717854	29.979281	20.607414
23717987	23.172710	20.611401
23718276	22.909981	20.618098
23719141	1.060258	20.637915
23719206	1.059993	20.637984
23720211	2.043855	20.639049
23720269	2.445208	20.639168
23720420	2.425193	20.639537
23720584	2.423076	20.639935
23720631	2.423710	20.640049
23720661	2.425220	20.640121
23720693	2.422101	20.640199
23720823	1.378119	20.640514
23721020	0.772316	20.640785
23723721	0.775834	20.642871
23724688	0.772061	20.643621
23725790	0.798538	20.644472
23729127	0.796245	20.647137
23729698	0.795811	20.647592
23731801	0.795212	20.649265
23732615	0.793645	20.649913
23734930	0.793033	20.651750
23738649	0.795220	20.654699
23739533	0.795695	20.655402
23742105	0.794072	20.657449
23742709	0.794074	20.657928
23743499	0.785321	20.658556
23744477	0.766720	20.659324
23744699	0.744070	20.659494
23746352	0.285999	20.660724
23750847	0.284838	20.662009
23750860	0.283785	20.662013
23752398	0.283932	20.662449
23753059	0.287291	20.662637
23753105	0.287263	20.662650
23753237	0.290852	20.662688
23753250	0.294122	20.662692
23754578	0.563402	20.663083
23756423	0.683161	20.664122
23756710	0.756241	20.664318
23756971	0.788760	20.664516
23757078	0.803091	20.664600
23757434	0.791640	20.664886
23757570	0.780305	20.664994
23757964	0.779835	20.665301
23759113	0.779247	20.666197
23759573	1.087719	20.666555
23760129	1.528011	20.667160
23760139	1.996815	20.667176
23761120	1.955170	20.669134
23761236	1.876151	20.669361
23761356	1.797271	20.669586
23761524	1.777156	20.669888
23761660	1.773701	20.670130
23762221	1.774786	20.671125
23762236	1.775731	20.671152
23762264	1.775705	20.671201
23762292	1.777486	20.671251
23762646	1.777496	20.671880
23762667	1.777303	20.671918
23762710	1.776956	20.671994
23763110	1.775982	20.672705
23763114	1.798740	20.672712
23763149	1.817179	20.672775
23764047	3.500333	20.674407
23764174	8.303147	20.674851
23765265	8.414367	20.683910
23765953	9.402137	20.689699
23766423	4.216258	20.694118
23769050	3.894307	20.705194
23769786	1.392943	20.708060
23773350	1.392726	20.713025
23773416	0.948916	20.713117
23773610	0.599007	20.713301
23774625	0.502730	20.713909
23779599	0.472265	20.716409
23779822	0.448321	20.716515
23781075	0.441315	20.717077
23784222	0.494609	20.718465
23784676	0.540524	20.718690
23786770	0.582424	20.719822
23786995	0.638745	20.719953
23787339	0.686635	20.720173
23788591	0.687078	20.721032
23789488	0.694253	20.721648
23790140	0.704996	20.722101
23793801	1.468118	20.724682
23800070	1.790674	20.733886
23803722	1.507396	20.740425
23803972	1.522947	20.740802
23804031	1.540654	20.740892
23804985	1.566942	20.742362
23805130	1.560111	20.742589
23807739	7.723688	20.746659
23810298	7.747386	20.766424
23812823	10.323453	20.785986
23813258	30.855809	20.790477
23813308	33.272030	20.792020
23815383	11.269256	20.861059
23815573	10.246957	20.863201
23815731	8.573563	20.864820
23815760	1.716489	20.865068
23816428	1.553844	20.866215
23816569	1.077549	20.866434
23817240	1.043053	20.867157
23817486	0.967502	20.867413
23817891	0.743914	20.867805
23818166	0.621909	20.868010
23819697	0.605209	20.868962
23820990	0.603502	20.869745
23821418	0.605464	20.870003
23821430	0.602733	20.870010
23825928	0.603263	20.872721
23826549	0.622870	20.873096
23826586	0.645542	20.873119
23826675	0.666738	20.873176
23826866	0.738393	20.873304
23827304	0.786372	20.873627
23827584	0.998001	20.873847
23827836	1.466272	20.874099
23829461	7.540663	20.876482
23833339	4.213995	20.905724
23834373	2.559284	20.910081
23834440	2.146849	20.910253
23834462	1.953465	20.910300
23834813	1.610106	20.910986
23834889	1.351172	20.911108
23835039	1.211833	20.911311
23836045	0.709976	20.912530
23836819	0.724087	20.913080
23836820	0.736504	20.913080
23838200	0.739587	20.914097
23838745	3.718168	20.914500
23838781	3.742330	20.914634
23838833	0.709224	20.914828
23839091	0.690582	20.915011
23839286	0.684521	20.915146
23839467	0.702835	20.915270
23839920	0.736429	20.915588
23841406	0.933909	20.916682
23842521	0.936313	20.917724
23842540	0.942783	20.917741
23843130	1.302938	20.918298
23843439	1.321111	20.918700
23843675	0.938265	20.919012
23844366	0.971715	20.919660
23845271	0.999979	20.920540
23845547	1.026969	20.920816
23846120	1.866590	20.921404
23846520	1.853730	20.922151
23846539	1.875593	20.922186
23846777	1.721955	20.922633
23846835	1.614918	20.922732
23849044	25.277837	20.926300
23852072	10.822167	21.002841
23852494	10.814354	21.007408
23853909	1.049924	21.022710
23854125	0.292897	21.022937
23854282	0.244687	21.022983
23854533	0.241601	21.023045
23854860	0.279467	21.023124
23854964	0.482365	21.023153
23855154	3.840769	21.023244
23855522	6.171585	21.024658
23855657	1.458557	21.025491
23855755	0.593280	21.025634
23855943	0.480524	21.025745
23856789	0.478981	21.026152
23858672	0.479769	21.027054
23860188	0.486051	21.027781
23860255	0.495003	21.027814
23860506	0.508228	21.027938
23860874	0.529518	21.028125
23861112	0.555865	21.028251
23861265	0.583942	21.028336
23862788	0.599967	21.029225
23866318	0.599500	21.031343
23867924	0.645883	21.032306
23869046	0.803384	21.033031
23869059	0.960382	21.033041
23869130	0.964418	21.033109
23869275	0.970400	21.033249
23869391	1.100227	21.033362
23869912	4.350021	21.033935
23870528	4.440681	21.036615
23870698	15.855869	21.037369
23870769	15.878726	21.038495
23871042	16.175037	21.042830
23871201	16.196284	21.045402
23871825	16.200822	21.055508
23872134	22.558190	21.060515
23872195	25.878613	21.061891
23872382	25.878613	21.066730
23872936	26.073770	21.081067
23873076	26.073770	21.084717
23873741	33.012305	21.102056
23875177	33.012305	21.149462
23875374	33.012305	21.155965
23875858	33.012305	21.171943
23876408	32.993044	21.190100
23877257	21.914518	21.218111
23877733	4.501125	21.228542
23878658	3.428965	21.232706
23878808	2.912814	21.233220
23879339	2.890009	21.234767
23879817	2.914746	21.236148
23880999	2.914610	21.239593
23881417	2.914453	21.240812
23881587	2.951747	21.241307
23884559	2.985195	21.250080
23885832	2.985463	21.253880
23886870	2.987185	21.256979
23887749	3.049261	21.259605
23890836	2.343930	21.269018
23891107	1.767921	21.269653
23891700	1.682379	21.270701
23891904	1.180829	21.271044
23892145	0.414148	21.271329
23894242	0.702512	21.272198
23894580	0.863455	21.272435
23894697	0.980888	21.272536
23894877	1.034975	21.272713
23895043	1.356601	21.272884
23895625	2.193239	21.273674
23895789	2.649427	21.274034
23897780	3.332879	21.279309
23898323	3.318726	21.281118
23899570	2.262154	21.285257
23899964	0.632980	21.286148
23903613	0.632268	21.288458
23909857	0.809307	21.292406
23909983	0.977359	21.292508
23910084	1.019550	21.292606
23910746	1.160713	21.293281
23912723	1.499324	21.295576
23914948	1.504110	21.298912
23915370	1.523499	21.299547
23918011	1.536693	21.303570
23921202	7.151664	21.308474
23921427	10.325202	21.310083
23922552	12.530328	21.321699
23922983	37.296238	21.327099
23923378	37.496177	21.341832
23923425	51.416463	21.343594
23925069	51.416463	21.428122
23925335	51.416463	21.441799
23925431	46.143123	21.446735
23925779	4.262437	21.462793
23926248	4.262694	21.464792
23926250	1.838686	21.464801
23926532	1.808178	21.465319
23926803	1.440315	21.465809
23926905	1.158250	21.465956
23927134	0.978647	21.466221
23929701	1.029089	21.468734
23929852	1.026296	21.468889
23930279	1.105186	21.469327
23930914	1.854967	21.470029
23931022	2.909750	21.470229
23931845	3.115575	21.472624
23932181	6.962484	21.473671
23932463	11.623556	21.475634
23933452	12.182398	21.487130
23934025	12.168056	21.494110
23934030	12.164364	21.494171
23934238	12.167353	21.496701
23934737	12.173191	21.502773
23934761	12.173191	21.503065
23937732	12.173959	21.539232
23937811	12.171303	21.540193
23938204	9.491422	21.544977
23938238	6.201832	21.545299
23938351	2.053938	21.546000
23938696	2.054531	21.546709
